survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,3,female,20.0,0,0,8.6625,s,third,woman,False,,southampton,no,True
0,2,male,34.0,1,0,21.0,s,second,man,True,,southampton,no,False
0,3,male,51.0,0,0,7.75,s,third,man,True,,southampton,no,True
1,2,male,3.0,1,1,18.75,s,second,child,False,,southampton,yes,False
0,3,male,21.0,0,0,7.775,s,third,man,True,,southampton,no,True
0,3,male,29.69911764705882,0,0,6.8583,q,third,man,True,,queenstown,no,True
1,1,female,33.0,1,0,90.0,q,first,woman,False,c,queenstown,yes,False
1,3,male,44.0,0,0,7.925,s,third,man,True,,southampton,yes,True
0,3,female,29.69911764705882,0,0,8.05,s,third,woman,False,,southampton,no,True
1,2,female,34.0,1,1,32.5,s,second,woman,False,,southampton,yes,False
1,2,female,18.0,0,2,13.0,s,second,woman,False,,southampton,yes,False
0,3,female,10.0,0,2,24.15,s,third,child,False,,southampton,no,False
0,3,male,21.0,0,0,7.7333,q,third,man,True,,queenstown,no,True
0,3,male,29.0,0,0,7.875,s,third,man,True,,southampton,no,True
0,3,female,28.0,1,1,14.4,s,third,woman,False,,southampton,no,False
0,3,male,18.0,1,1,20.2125,s,third,man,True,,southampton,no,False
1,2,female,28.0,1,0,26.0,s,second,woman,False,,southampton,yes,False
1,2,female,19.0,0,0,26.0,s,second,woman,False,,southampton,yes,True
1,3,male,32.0,0,0,8.05,s,third,man,True,e,southampton,yes,True
1,1,male,28.0,0,0,26.55,s,first,man,True,c,southampton,yes,True
1,2,female,42.0,1,0,26.0,s,second,woman,False,,southampton,yes,False
0,3,male,17.0,0,0,7.125,s,third,man,True,,southampton,no,True
0,1,male,50.0,1,0,55.9,s,first,man,True,e,southampton,no,False
1,1,female,14.0,1,2,120.0,s,first,child,False,b,southampton,yes,False
0,3,female,21.0,2,2,34.375,s,third,woman,False,,southampton,no,False
1,2,female,24.0,2,3,18.75,s,second,woman,False,,southampton,yes,False
0,1,male,64.0,1,4,263.0,s,first,man,True,c,southampton,no,False
0,2,male,31.0,0,0,10.5,s,second,man,True,,southampton,no,True
1,2,female,45.0,1,1,26.25,s,second,woman,False,,southampton,yes,False
0,3,male,20.0,0,0,9.5,s,third,man,True,,southampton,no,True
0,3,male,25.0,1,0,7.775,s,third,man,True,,southampton,no,False
1,2,female,28.0,0,0,13.0,s,second,woman,False,,southampton,yes,True
1,3,male,29.69911764705882,0,0,8.1125,s,third,man,True,,southampton,yes,True
1,1,male,4.0,0,2,81.8583,s,first,child,False,a,southampton,yes,False
1,2,female,13.0,0,1,19.5,s,second,child,False,,southampton,yes,False
1,1,male,34.0,0,0,26.55,s,first,man,True,,southampton,yes,True
1,3,female,5.0,2,1,19.2583,c,third,child,False,,cherbourg,yes,False
1,1,male,52.0,0,0,30.5,s,first,man,True,c,southampton,yes,True
0,2,male,36.0,1,2,27.75,s,second,man,True,,southampton,no,False
0,3,male,29.69911764705882,1,0,19.9667,s,third,man,True,,southampton,no,False
0,1,male,30.0,0,0,27.75,c,first,man,True,c,cherbourg,no,True
1,1,male,49.0,1,0,89.1042,c,first,man,True,c,cherbourg,yes,False
1,3,male,29.0,0,0,7.8958,c,third,man,True,,cherbourg,yes,True
0,1,male,65.0,0,0,26.55,s,first,man,True,e,southampton,no,True
1,1,female,29.69911764705882,1,0,51.8625,s,first,woman,False,d,southampton,yes,False
1,2,female,50.0,0,0,10.5,s,second,woman,False,,southampton,yes,True
1,1,male,48.0,0,0,26.55,s,first,man,True,e,southampton,yes,True
0,3,male,34.0,0,0,8.05,s,third,man,True,,southampton,no,True
0,1,male,47.0,0,0,38.5,s,first,man,True,e,southampton,no,True
0,2,male,48.0,0,0,13.0,s,second,man,True,,southampton,no,True
0,3,male,38.0,0,0,7.05,s,third,man,True,,southampton,no,True
0,1,male,56.0,0,0,26.55,s,first,man,True,,southampton,no,True
0,3,male,29.69911764705882,0,0,7.725,q,third,man,True,,queenstown,no,True
1,3,female,0.75,2,1,19.2583,c,third,child,False,,cherbourg,yes,False
0,3,male,38.0,0,0,8.6625,s,third,man,True,,southampton,no,True
1,2,female,33.0,1,2,27.75,s,second,woman,False,,southampton,yes,False
1,2,female,23.0,0,0,13.7917,c,second,woman,False,d,cherbourg,yes,True
0,3,female,22.0,0,0,9.8375,s,third,woman,False,,southampton,no,True
0,1,male,29.69911764705882,0,0,52.0,s,first,man,True,a,southampton,no,True
0,3,male,29.0,1,0,7.0458,s,third,man,True,,southampton,no,False
0,3,male,22.0,0,0,7.5208,s,third,man,True,,southampton,no,True
1,3,female,2.0,0,1,12.2875,s,third,child,False,,southampton,yes,False
0,3,male,9.0,5,2,46.9,s,third,child,False,,southampton,no,False
0,3,male,50.0,0,0,8.05,s,third,man,True,,southampton,no,True
1,3,female,63.0,0,0,9.5875,s,third,woman,False,,southampton,yes,True
1,1,male,25.0,1,0,91.0792,c,first,man,True,b,cherbourg,yes,False
1,1,female,35.0,1,0,90.0,s,first,woman,False,c,southampton,yes,False
0,1,male,58.0,0,0,29.7,c,first,man,True,b,cherbourg,no,True
1,3,male,9.0,1,1,15.9,s,third,child,False,,southampton,yes,False
0,3,male,21.0,0,0,7.25,s,third,man,True,,southampton,no,True
0,1,male,55.0,0,0,30.5,s,first,man,True,c,southampton,no,True
0,1,male,71.0,0,0,49.5042,c,first,man,True,,cherbourg,no,True
0,3,male,29.69911764705882,0,0,14.4583,c,third,man,True,,cherbourg,no,True
1,1,female,54.0,1,0,78.2667,c,first,woman,False,d,cherbourg,yes,False
0,3,male,29.69911764705882,0,0,15.1,s,third,man,True,,southampton,no,True
0,1,female,25.0,1,2,151.55,s,first,woman,False,c,southampton,no,False
0,3,male,24.0,0,0,7.7958,s,third,man,True,,southampton,no,True
0,3,female,21.0,0,0,7.75,q,third,woman,False,,queenstown,no,True
0,3,female,29.69911764705882,0,0,7.6292,q,third,woman,False,,queenstown,no,True
0,3,female,37.0,0,0,9.5875,s,third,woman,False,,southampton,no,True
1,1,female,16.0,0,0,86.5,s,first,woman,False,b,southampton,yes,True
0,1,male,18.0,1,0,108.9,c,first,man,True,c,cherbourg,no,False
1,2,female,33.0,0,2,26.0,s,second,woman,False,,southampton,yes,False
1,1,male,29.69911764705882,0,0,26.55,s,first,man,True,,southampton,yes,True
0,3,male,28.0,0,0,22.525,s,third,man,True,,southampton,no,True
1,3,male,26.0,0,0,56.4958,s,third,man,True,,southampton,yes,True
1,3,male,29.0,0,0,7.75,q,third,man,True,,queenstown,yes,True
1,1,male,36.0,0,0,26.2875,s,first,man,True,e,southampton,yes,True
1,1,female,54.0,1,0,59.4,c,first,woman,False,,cherbourg,yes,False
0,3,male,24.0,0,0,7.4958,s,third,man,True,,southampton,no,True
0,1,male,47.0,0,0,34.0208,s,first,man,True,d,southampton,no,True
1,2,female,34.0,0,0,10.5,s,second,woman,False,f,southampton,yes,True
0,3,male,29.69911764705882,0,0,24.15,q,third,man,True,,queenstown,no,True
1,2,female,36.0,1,0,26.0,s,second,woman,False,,southampton,yes,False
0,3,male,32.0,0,0,7.8958,s,third,man,True,,southampton,no,True
1,1,female,30.0,0,0,93.5,s,first,woman,False,b,southampton,yes,True
1,1,female,44.0,0,1,57.9792,c,first,woman,False,b,cherbourg,yes,False
0,3,male,29.69911764705882,0,0,7.2292,c,third,man,True,,cherbourg,no,True
0,3,male,40.5,0,0,7.75,q,third,man,True,,queenstown,no,True
0,1,male,29.69911764705882,0,0,221.7792,s,first,man,True,c,southampton,no,True
0,3,male,39.0,0,0,7.925,s,third,man,True,,southampton,no,True
0,2,male,23.0,2,1,11.5,s,second,man,True,,southampton,no,False
1,2,female,2.0,1,1,26.0,s,second,child,False,,southampton,yes,False
0,3,male,17.0,1,1,7.2292,c,third,man,True,,cherbourg,no,False
1,3,female,29.69911764705882,0,2,22.3583,c,third,woman,False,,cherbourg,yes,False
0,3,female,30.0,0,0,8.6625,s,third,woman,False,,southampton,no,True
1,2,female,7.0,0,2,26.25,s,second,child,False,,southampton,yes,False
0,1,male,45.0,0,0,26.55,s,first,man,True,b,southampton,no,True
1,1,female,30.0,0,0,106.425,c,first,woman,False,,cherbourg,yes,True
0,3,male,29.69911764705882,0,0,14.5,s,third,man,True,,southampton,no,True
1,1,female,22.0,0,2,49.5,c,first,woman,False,b,cherbourg,yes,False
1,1,female,36.0,0,2,71.0,s,first,woman,False,b,southampton,yes,False
0,3,female,9.0,4,2,31.275,s,third,child,False,,southampton,no,False
0,3,female,11.0,4,2,31.275,s,third,child,False,,southampton,no,False
1,2,male,32.0,1,0,26.0,s,second,man,True,,southampton,yes,False
0,1,male,50.0,1,0,106.425,c,first,man,True,c,cherbourg,no,False
0,1,male,64.0,0,0,26.0,s,first,man,True,,southampton,no,True
1,2,female,19.0,1,0,26.0,s,second,woman,False,,southampton,yes,False
1,2,male,29.69911764705882,0,0,13.8625,c,second,man,True,,cherbourg,yes,True
0,3,male,33.0,1,1,20.525,s,third,man,True,,southampton,no,False
1,2,male,8.0,1,1,36.75,s,second,child,False,,southampton,yes,False
1,1,male,17.0,0,2,110.8833,c,first,man,True,c,cherbourg,yes,False
0,2,male,27.0,0,0,26.0,s,second,man,True,,southampton,no,True
0,3,male,29.69911764705882,0,0,7.8292,q,third,man,True,,queenstown,no,True
1,3,male,22.0,0,0,7.225,c,third,man,True,,cherbourg,yes,True
1,3,female,22.0,0,0,7.775,s,third,woman,False,,southampton,yes,True
0,1,male,62.0,0,0,26.55,s,first,man,True,,southampton,no,True
1,1,female,48.0,1,0,39.6,c,first,woman,False,a,cherbourg,yes,False
0,1,male,29.69911764705882,0,0,227.525,c,first,man,True,,cherbourg,no,True
1,1,female,39.0,1,1,79.65,s,first,woman,False,e,southampton,yes,False
1,3,female,36.0,1,0,17.4,s,third,woman,False,,southampton,yes,False
0,3,male,40.0,0,0,7.8958,s,third,man,True,,southampton,no,True
0,2,male,28.0,0,0,13.5,s,second,man,True,,southampton,no,True
0,3,male,24.0,2,0,24.15,s,third,man,True,,southampton,no,False
0,3,male,19.0,0,0,7.8958,s,third,man,True,,southampton,no,True
0,3,female,29.0,0,4,21.075,s,third,woman,False,,southampton,no,False
1,3,male,32.0,0,0,7.8542,s,third,man,True,,southampton,yes,True
1,2,male,62.0,0,0,10.5,s,second,man,True,,southampton,yes,True
1,1,female,53.0,2,0,51.4792,s,first,woman,False,c,southampton,yes,False
1,1,male,36.0,0,0,26.3875,s,first,man,True,e,southampton,yes,True
0,3,male,16.0,0,0,8.05,s,third,man,True,,southampton,no,True
0,3,male,19.0,0,0,14.5,s,third,man,True,,southampton,no,True
1,2,female,34.0,0,0,13.0,s,second,woman,False,,southampton,yes,True
1,1,female,39.0,1,0,55.9,s,first,woman,False,e,southampton,yes,False
0,3,female,29.69911764705882,1,0,14.4583,c,third,woman,False,,cherbourg,no,False
1,3,male,32.0,0,0,7.925,s,third,man,True,,southampton,yes,True
1,2,female,25.0,1,1,30.0,s,second,woman,False,,southampton,yes,False
1,1,female,39.0,1,1,110.8833,c,first,woman,False,c,cherbourg,yes,False
0,2,male,54.0,0,0,26.0,s,second,man,True,,southampton,no,True
0,1,male,36.0,0,0,40.125,c,first,man,True,a,cherbourg,no,True
0,3,male,29.69911764705882,0,0,8.7125,c,third,man,True,,cherbourg,no,True
1,1,female,18.0,0,2,79.65,s,first,woman,False,e,southampton,yes,False
0,2,male,47.0,0,0,15.0,s,second,man,True,,southampton,no,True
1,1,male,60.0,1,1,79.2,c,first,man,True,b,cherbourg,yes,False
0,3,male,35.0,0,0,7.125,s,third,man,True,,southampton,no,True
1,1,female,52.0,1,0,78.2667,c,first,woman,False,d,cherbourg,yes,False
0,3,male,47.0,0,0,7.25,s,third,man,True,,southampton,no,True
0,3,female,29.69911764705882,0,2,7.75,q,third,woman,False,,queenstown,no,False
0,2,male,37.0,1,0,26.0,s,second,man,True,,southampton,no,False
0,3,male,36.0,1,1,24.15,s,third,man,True,,southampton,no,False
1,2,female,29.69911764705882,0,0,33.0,s,second,woman,False,,southampton,yes,True
0,3,male,49.0,0,0,0.0,s,third,man,True,,southampton,no,True
1,1,male,49.0,1,0,56.9292,c,first,man,True,a,cherbourg,yes,False
1,2,female,24.0,2,1,27.0,s,second,woman,False,,southampton,yes,False
0,1,male,29.69911764705882,0,0,42.4,s,first,man,True,,southampton,no,True
0,3,male,44.0,0,0,8.05,s,third,man,True,,southampton,no,True
1,1,male,35.0,0,0,26.55,c,first,man,True,,cherbourg,yes,True
0,3,male,36.0,1,0,15.55,s,third,man,True,,southampton,no,False
0,3,male,30.0,0,0,7.8958,s,third,man,True,,southampton,no,True
1,1,male,27.0,0,0,30.5,s,first,man,True,,southampton,yes,True
1,2,female,22.0,1,2,41.5792,c,second,woman,False,,cherbourg,yes,False
1,1,female,40.0,0,0,153.4625,s,first,woman,False,c,southampton,yes,True
0,3,female,39.0,1,5,31.275,s,third,woman,False,,southampton,no,False
0,3,male,29.69911764705882,0,0,7.05,s,third,man,True,,southampton,no,True
1,2,female,24.0,1,2,65.0,s,second,woman,False,,southampton,yes,False
0,3,male,34.0,1,1,14.4,s,third,man,True,,southampton,no,False
0,3,female,26.0,1,0,16.1,s,third,woman,False,,southampton,no,False
1,2,female,4.0,2,1,39.0,s,second,child,False,f,southampton,yes,False
0,2,male,26.0,0,0,10.5,s,second,man,True,,southampton,no,True
0,3,male,27.0,1,0,14.4542,c,third,man,True,,cherbourg,no,False
1,1,male,42.0,1,0,52.5542,s,first,man,True,d,southampton,yes,False
1,3,male,20.0,1,1,15.7417,c,third,man,True,,cherbourg,yes,False
0,3,male,21.0,0,0,7.8542,s,third,man,True,,southampton,no,True
0,3,male,21.0,0,0,16.1,s,third,man,True,,southampton,no,True
0,1,male,61.0,0,0,32.3208,s,first,man,True,d,southampton,no,True
0,2,male,57.0,0,0,12.35,q,second,man,True,,queenstown,no,True
1,1,female,21.0,0,0,77.9583,s,first,woman,False,d,southampton,yes,True
0,3,male,26.0,0,0,7.8958,s,third,man,True,,southampton,no,True
0,3,male,29.69911764705882,0,0,7.7333,q,third,man,True,,queenstown,no,True
1,1,male,80.0,0,0,30.0,s,first,man,True,a,southampton,yes,True
0,3,male,51.0,0,0,7.0542,s,third,man,True,,southampton,no,True
1,1,male,32.0,0,0,30.5,c,first,man,True,b,cherbourg,yes,True
0,1,male,29.69911764705882,0,0,0.0,s,first,man,True,,southampton,no,True
0,3,female,9.0,3,2,27.9,s,third,child,False,,southampton,no,False
0,2,male,31.0,1,1,26.25,s,second,man,True,,southampton,no,False
0,3,female,41.0,0,5,39.6875,s,third,woman,False,,southampton,no,False
0,3,male,29.69911764705882,1,0,16.1,s,third,man,True,,southampton,no,False
0,3,female,2.0,3,2,27.9,s,third,child,False,,southampton,no,False
1,3,male,29.69911764705882,0,0,56.4958,s,third,man,True,,southampton,yes,True
1,1,male,48.0,1,0,76.7292,c,first,man,True,d,cherbourg,yes,False
1,1,male,56.0,0,0,35.5,c,first,man,True,a,cherbourg,yes,True
0,3,male,29.69911764705882,0,0,7.55,s,third,man,True,,southampton,no,True
1,3,female,23.0,0,0,7.55,s,third,woman,False,,southampton,yes,True
1,2,female,18.0,0,1,23.0,s,second,woman,False,,southampton,yes,False
0,3,male,21.0,0,0,8.4333,s,third,man,True,,southampton,no,True
1,3,female,29.69911764705882,0,0,7.8292,q,third,woman,False,,queenstown,yes,True
0,3,female,18.0,0,0,6.75,q,third,woman,False,,queenstown,no,True
0,2,male,24.0,2,0,73.5,s,second,man,True,,southampton,no,False
0,3,female,32.0,1,1,15.5,q,third,woman,False,,queenstown,no,False
0,2,male,23.0,0,0,13.0,s,second,man,True,,southampton,no,True
0,1,male,58.0,0,2,113.275,c,first,man,True,d,cherbourg,no,False
1,1,male,50.0,2,0,133.65,s,first,man,True,,southampton,yes,False
0,3,male,40.0,0,0,7.225,c,third,man,True,,cherbourg,no,True
0,1,male,47.0,0,0,25.5875,s,first,man,True,e,southampton,no,True
0,3,male,36.0,0,0,7.4958,s,third,man,True,,southampton,no,True
1,3,male,20.0,1,0,7.925,s,third,man,True,,southampton,yes,False
0,2,male,32.0,2,0,73.5,s,second,man,True,,southampton,no,False
0,3,male,29.69911764705882,0,0,7.775,s,third,man,True,,southampton,no,True
0,3,male,43.0,0,0,8.05,s,third,man,True,,southampton,no,True
1,1,female,29.69911764705882,1,0,52.0,s,first,woman,False,c,southampton,yes,False
1,2,female,40.0,1,1,39.0,s,second,woman,False,,southampton,yes,False
0,1,male,31.0,1,0,52.0,s,first,man,True,b,southampton,no,False
0,2,male,70.0,0,0,10.5,s,second,man,True,,southampton,no,True
1,2,male,31.0,0,0,13.0,s,second,man,True,,southampton,yes,True
0,3,male,18.0,0,0,7.775,s,third,man,True,,southampton,no,True
0,3,male,24.5,0,0,8.05,s,third,man,True,,southampton,no,True
1,3,female,18.0,0,0,9.8417,s,third,woman,False,,southampton,yes,True
0,3,female,43.0,1,6,46.9,s,third,woman,False,,southampton,no,False
1,1,male,36.0,0,1,512.3292,c,first,man,True,b,cherbourg,yes,False
0,3,female,29.69911764705882,0,0,8.1375,q,third,woman,False,,queenstown,no,True
1,1,male,27.0,0,0,76.7292,c,first,man,True,d,cherbourg,yes,True
0,3,male,20.0,0,0,9.225,s,third,man,True,,southampton,no,True
0,3,male,14.0,5,2,46.9,s,third,child,False,,southampton,no,False
0,2,male,60.0,1,1,39.0,s,second,man,True,,southampton,no,False
0,2,male,25.0,1,2,41.5792,c,second,man,True,,cherbourg,no,False
0,3,male,14.0,4,1,39.6875,s,third,child,False,,southampton,no,False
0,3,male,19.0,0,0,10.1708,s,third,man,True,,southampton,no,True
0,3,male,18.0,0,0,7.7958,s,third,man,True,,southampton,no,True
1,1,female,15.0,0,1,211.3375,s,first,child,False,b,southampton,yes,False
1,1,male,31.0,1,0,57.0,s,first,man,True,b,southampton,yes,False
1,3,female,4.0,0,1,13.4167,c,third,child,False,,cherbourg,yes,False
0,3,male,25.0,0,0,7.225,c,third,man,True,,cherbourg,no,True
0,1,male,60.0,0,0,26.55,s,first,man,True,,southampton,no,True
0,2,male,52.0,0,0,13.5,s,second,man,True,,southampton,no,True
1,3,female,29.69911764705882,0,0,7.7333,q,third,woman,False,,queenstown,yes,True
0,1,male,49.0,1,1,110.8833,c,first,man,True,c,cherbourg,no,False
0,3,male,42.0,0,0,7.65,s,third,man,True,f,southampton,no,True
1,1,female,18.0,1,0,227.525,c,first,woman,False,c,cherbourg,yes,False
1,1,male,35.0,0,0,26.2875,s,first,man,True,e,southampton,yes,True
0,3,female,18.0,0,1,14.4542,c,third,woman,False,,cherbourg,no,False
0,3,male,25.0,0,0,7.7417,q,third,man,True,,queenstown,no,True
0,3,male,26.0,1,0,7.8542,s,third,man,True,,southampton,no,False
0,2,male,39.0,0,0,26.0,s,second,man,True,,southampton,no,True
1,2,female,45.0,0,0,13.5,s,second,woman,False,,southampton,yes,True
1,1,male,42.0,0,0,26.2875,s,first,man,True,e,southampton,yes,True
1,1,female,22.0,0,0,151.55,s,first,woman,False,,southampton,yes,True
1,1,female,24.0,0,0,49.5042,c,first,woman,False,c,cherbourg,yes,True
0,1,male,29.69911764705882,0,0,26.55,s,first,man,True,c,southampton,no,True
1,1,male,48.0,1,0,52.0,s,first,man,True,c,southampton,yes,False
0,3,male,29.0,0,0,9.4833,s,third,man,True,,southampton,no,True
0,2,male,52.0,0,0,13.0,s,second,man,True,,southampton,no,True
0,3,male,19.0,0,0,7.65,s,third,man,True,f,southampton,no,True
1,1,female,38.0,0,0,227.525,c,first,woman,False,c,cherbourg,yes,True
1,2,female,27.0,0,0,10.5,s,second,woman,False,e,southampton,yes,True
0,3,male,29.69911764705882,0,0,15.5,q,third,man,True,,queenstown,no,True
0,3,male,33.0,0,0,7.775,s,third,man,True,,southampton,no,True
1,2,female,6.0,0,1,33.0,s,second,child,False,,southampton,yes,False
0,3,male,17.0,1,0,7.0542,s,third,man,True,,southampton,no,False
0,2,male,34.0,0,0,13.0,s,second,man,True,,southampton,no,True
0,2,male,50.0,0,0,13.0,s,second,man,True,,southampton,no,True
1,1,male,27.0,1,0,53.1,s,first,man,True,e,southampton,yes,False
0,3,male,20.0,0,0,8.6625,s,third,man,True,,southampton,no,True
1,2,female,30.0,3,0,21.0,s,second,woman,False,,southampton,yes,False
1,3,female,29.69911764705882,0,0,7.7375,q,third,woman,False,,queenstown,yes,True
0,2,male,25.0,1,0,26.0,s,second,man,True,,southampton,no,False
0,3,female,25.0,1,0,7.925,s,third,woman,False,,southampton,no,False
1,1,female,29.0,0,0,211.3375,s,first,woman,False,b,southampton,yes,True
0,3,male,11.0,0,0,18.7875,c,third,child,False,,cherbourg,no,True
0,3,male,28.5,0,0,16.1,s,third,man,True,,southampton,no,True
0,3,female,48.0,1,3,34.375,s,third,woman,False,,southampton,no,False
1,1,male,35.0,0,0,512.3292,c,first,man,True,b,cherbourg,yes,True
1,1,male,29.69911764705882,0,0,30.0,s,first,man,True,d,southampton,yes,True
0,1,male,36.0,1,0,78.85,s,first,man,True,c,southampton,no,False
1,1,female,21.0,2,2,262.375,c,first,woman,False,b,cherbourg,yes,False
0,3,male,24.0,1,0,16.1,s,third,man,True,,southampton,no,False
1,3,male,31.0,0,0,7.925,s,third,man,True,,southampton,yes,True
0,1,male,70.0,1,1,71.0,s,first,man,True,b,southampton,no,False
0,3,male,16.0,1,1,20.25,s,third,man,True,,southampton,no,False
1,2,female,30.0,0,0,13.0,s,second,woman,False,,southampton,yes,True
0,1,male,19.0,1,0,53.1,s,first,man,True,d,southampton,no,False
0,3,male,31.0,0,0,7.75,q,third,man,True,,queenstown,no,True
1,2,female,4.0,1,1,23.0,s,second,child,False,,southampton,yes,False
1,3,male,6.0,0,1,12.475,s,third,child,False,e,southampton,yes,False
0,3,male,33.0,0,0,9.5,s,third,man,True,,southampton,no,True
0,3,male,23.0,0,0,7.8958,s,third,man,True,,southampton,no,True
1,2,female,48.0,1,2,65.0,s,second,woman,False,,southampton,yes,False
1,2,male,0.67,1,1,14.5,s,second,child,False,,southampton,yes,False
0,3,male,28.0,0,0,7.7958,s,third,man,True,,southampton,no,True
1,1,female,33.0,0,0,86.5,s,first,woman,False,b,southampton,yes,True
0,3,male,41.0,0,0,7.125,s,third,man,True,,southampton,no,True
1,3,male,20.0,0,0,7.2292,c,third,man,True,,cherbourg,yes,True
1,1,female,36.0,1,2,120.0,s,first,woman,False,b,southampton,yes,False
0,3,male,16.0,0,0,7.775,s,third,man,True,,southampton,no,True
1,1,female,51.0,1,0,77.9583,s,first,woman,False,d,southampton,yes,False
0,1,male,29.69911764705882,0,0,39.6,c,first,man,True,,cherbourg,no,True
0,3,female,30.5,0,0,7.75,q,third,woman,False,,queenstown,no,True
0,3,male,29.69911764705882,1,0,24.15,q,third,man,True,,queenstown,no,False
0,3,male,32.0,0,0,8.3625,s,third,man,True,,southampton,no,True
0,3,male,24.0,0,0,9.5,s,third,man,True,,southampton,no,True
0,3,male,48.0,0,0,7.8542,s,third,man,True,,southampton,no,True
0,2,female,57.0,0,0,10.5,s,second,woman,False,e,southampton,no,True
1,2,female,54.0,1,3,23.0,s,second,woman,False,,southampton,yes,False
0,3,male,18.0,0,0,7.75,s,third,man,True,,southampton,no,True
0,3,male,29.69911764705882,0,0,7.75,q,third,man,True,f,queenstown,no,True
1,3,female,5.0,0,0,12.475,s,third,child,False,,southampton,yes,True
0,3,male,29.69911764705882,0,0,7.7375,q,third,man,True,,queenstown,no,True
1,1,female,43.0,0,1,211.3375,s,first,woman,False,b,southampton,yes,False
1,3,female,13.0,0,0,7.2292,c,third,child,False,,cherbourg,yes,True
1,1,female,17.0,1,0,57.0,s,first,woman,False,b,southampton,yes,False
0,1,male,29.0,0,0,30.0,s,first,man,True,d,southampton,no,True
0,3,male,29.69911764705882,1,2,23.45,s,third,man,True,,southampton,no,False
0,3,male,25.0,0,0,7.05,s,third,man,True,,southampton,no,True
0,3,male,25.0,0,0,7.25,s,third,man,True,,southampton,no,True
1,3,female,18.0,0,0,7.4958,s,third,woman,False,,southampton,yes,True
0,3,male,8.0,4,1,29.125,q,third,child,False,,queenstown,no,False
1,3,male,1.0,1,2,20.575,s,third,child,False,,southampton,yes,False
0,1,male,46.0,0,0,79.2,c,first,man,True,b,cherbourg,no,True
0,2,male,16.0,0,0,26.0,s,second,man,True,,southampton,no,True
0,1,male,29.69911764705882,0,0,30.6958,c,first,man,True,,cherbourg,no,True
0,3,male,25.0,0,0,7.8958,s,third,man,True,,southampton,no,True
0,2,male,39.0,0,0,13.0,s,second,man,True,,southampton,no,True
1,1,female,49.0,0,0,25.9292,s,first,woman,False,d,southampton,yes,True
1,3,female,31.0,0,0,8.6833,s,third,woman,False,,southampton,yes,True
0,3,male,30.0,0,0,7.2292,c,third,man,True,,cherbourg,no,True
0,3,female,30.0,1,1,24.15,s,third,woman,False,,southampton,no,False
1,2,female,31.0,1,1,26.25,s,second,woman,False,,southampton,yes,False
1,1,male,11.0,1,2,120.0,s,first,child,False,b,southampton,yes,False
1,3,male,0.42,0,1,8.5167,c,third,child,False,,cherbourg,yes,False
1,3,male,27.0,0,0,6.975,s,third,man,True,,southampton,yes,True
0,3,male,31.0,0,0,7.775,s,third,man,True,,southampton,no,True
0,1,male,39.0,0,0,0.0,s,first,man,True,a,southampton,no,True
0,3,female,18.0,0,0,7.775,s,third,woman,False,,southampton,no,True
1,1,female,33.0,1,0,53.1,s,first,woman,False,e,southampton,yes,False
0,3,male,26.0,0,0,7.8875,s,third,man,True,,southampton,no,True
0,3,male,39.0,0,0,24.15,s,third,man,True,,southampton,no,True
0,2,male,35.0,0,0,10.5,s,second,man,True,,southampton,no,True
0,3,female,6.0,4,2,31.275,s,third,child,False,,southampton,no,False
0,3,male,30.5,0,0,8.05,s,third,man,True,,southampton,no,True
0,1,male,29.69911764705882,0,0,0.0,s,first,man,True,b,southampton,no,True
0,3,female,23.0,0,0,7.925,s,third,woman,False,,southampton,no,True
0,2,male,31.0,1,1,37.0042,c,second,man,True,,cherbourg,no,False
0,3,male,43.0,0,0,6.45,s,third,man,True,,southampton,no,True
0,3,male,10.0,3,2,27.9,s,third,child,False,,southampton,no,False
1,1,female,52.0,1,1,93.5,s,first,woman,False,b,southampton,yes,False
1,3,male,27.0,0,0,8.6625,s,third,man,True,,southampton,yes,True
0,1,male,38.0,0,0,0.0,s,first,man,True,,southampton,no,True
1,3,female,27.0,0,1,12.475,s,third,woman,False,e,southampton,yes,False
0,3,male,2.0,4,1,39.6875,s,third,child,False,,southampton,no,False
0,3,male,29.69911764705882,0,0,6.95,q,third,man,True,,queenstown,no,True
0,3,male,29.69911764705882,0,0,56.4958,s,third,man,True,,southampton,no,True
1,2,male,1.0,0,2,37.0042,c,second,child,False,,cherbourg,yes,False
1,3,male,29.69911764705882,0,0,7.75,q,third,man,True,,queenstown,yes,True
1,1,female,62.0,0,0,80.0,,first,woman,False,b,,yes,True
1,3,female,15.0,1,0,14.4542,c,third,child,False,,cherbourg,yes,False
1,2,male,0.83,1,1,18.75,s,second,child,False,,southampton,yes,False
0,3,male,23.0,0,0,7.8542,s,third,man,True,,southampton,no,True
0,3,male,18.0,0,0,8.3,s,third,man,True,,southampton,no,True
1,1,female,39.0,1,1,83.1583,c,first,woman,False,e,cherbourg,yes,False
0,3,male,21.0,0,0,8.6625,s,third,man,True,,southampton,no,True
1,1,male,29.69911764705882,0,0,29.7,c,first,man,True,c,cherbourg,yes,True
0,3,male,20.0,0,0,7.925,s,third,man,True,,southampton,no,True
0,2,male,16.0,0,0,10.5,s,second,man,True,,southampton,no,True
1,1,female,30.0,0,0,31.0,c,first,woman,False,,cherbourg,yes,True
0,3,male,34.5,0,0,6.4375,c,third,man,True,,cherbourg,no,True
